Timestamp,SystemCodeNumber,Capacity,Occupancy,QueueLength,TrafficLevel,IsSpecialDay,VehicleTypeWeight,Latitude,Longitude
2016-10-14 15:01:00,BHMNCPHST01,1200,617,2,0,0,0.7,26.14001386,91.73099967
2016-10-14 15:01:00,Others-CCCPS135a,3883,2382,3,0,0,0.5,26.14749943,91.72800489
2016-10-14 15:01:00,BHMBCCMKT01,577,171,2,0,0,1.0,26.14453614,91.73617216
2016-10-14 15:01:00,Broad Street,690,512,3,0,0,1.0,26.13795775,91.74099445
2016-10-14 15:01:00,Others-CCCPS119a,2803,599,2,0,0,0.5,26.14754061,91.72797041
2016-10-14 15:01:00,Others-CCCPS98,3103,1125,3,1,0,1.0,26.14749998,91.72797778
2016-10-14 15:27:00,Others-CCCPS8,1322,623,3,0,0,1.0,26.14754886,91.72799519
2016-10-14 15:27:00,BHMNCPHST01,1200,576,2,0,0,1.0,26.14001386,91.73099967
2016-10-14 15:27:00,BHMMBMMBX01,687,503,3,1,0,0.7,20.0000347,78.00000286
2016-10-14 15:27:00,BHMBCCTHL01,387,284,3,0,0,0.5,26.14449459,91.73620513
2016-10-14 15:27:00,Others-CCCPS105a,2009,1126,3,0,0,0.7,26.14747299,91.72804914
2016-10-14 15:27:00,BHMBCCMKT01,577,161,2,0,0,0.7,26.14453614,91.73617216
2016-10-14 15:27:00,BHMEURBRD01,470,334,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 15:27:00,Others-CCCPS135a,3883,2212,3,0,0,1.0,26.14749943,91.72800489
2016-10-14 15:27:00,Shopping,1920,1048,3,0,0,1.0,26.15050395,91.73353109
2016-10-14 15:27:00,BHMNCPNST01,485,289,1,0,0,1.0,26.14004753,91.73097233
2016-10-14 15:27:00,Others-CCCPS98,3103,1034,2,0,0,1.0,26.14749998,91.72797778
2016-10-14 15:27:00,Broad Street,690,499,3,0,0,1.0,26.13795775,91.74099445
2016-10-14 15:27:00,Others-CCCPS119a,2803,526,3,1,0,1.0,26.14754061,91.72797041
2016-10-14 15:27:00,Others-CCCPS202,2937,1072,3,0,0,0.7,26.14749053,91.72799688
2016-10-14 16:01:00,BHMNCPNST01,485,288,2,1,0,1.0,26.14004753,91.73097233
2016-10-14 16:01:00,Others-CCCPS202,2937,1023,3,0,0,0.5,26.14749053,91.72799688
2016-10-14 16:01:00,Broad Street,690,484,2,0,0,1.5,26.13795775,91.74099445
2016-10-14 16:01:00,BHMNCPHST01,1200,542,2,0,0,0.5,26.14001386,91.73099967
2016-10-14 16:01:00,Shopping,1920,969,3,1,0,1.0,26.15050395,91.73353109
2016-10-14 16:01:00,Others-CCCPS119a,2803,439,2,0,0,0.5,26.14754061,91.72797041
2016-10-14 16:01:00,BHMMBMMBX01,687,464,2,0,0,1.5,20.0000347,78.00000286
2016-10-14 16:01:00,BHMBCCTHL01,387,251,2,0,0,1.0,26.14449459,91.73620513
2016-10-14 16:01:00,BHMBCCMKT01,577,138,1,0,0,1.0,26.14453614,91.73617216
2016-10-14 16:01:00,BHMEURBRD01,470,325,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 16:01:00,Others-CCCPS98,3103,940,2,0,0,1.0,26.14749998,91.72797778
2016-10-14 16:01:00,Others-CCCPS105a,2009,1048,2,0,0,0.5,26.14747299,91.72804914
2016-10-14 16:01:00,Others-CCCPS8,1322,584,2,0,0,1.0,26.14754886,91.72799519
2016-10-14 16:01:00,Others-CCCPS135a,3883,2057,3,1,0,0.7,26.14749943,91.72800489
2016-10-14 16:34:00,BHMBCCTHL01,387,240,2,0,0,0.5,26.14449459,91.73620513
2016-10-14 16:34:00,Others-CCCPS202,2937,960,2,0,0,1.0,26.14749053,91.72799688
2016-10-14 16:34:00,BHMBCCMKT01,577,134,2,0,0,1.0,26.14453614,91.73617216
2016-10-14 16:34:00,Broad Street,690,436,2,1,0,1.0,26.13795775,91.74099445
2016-10-14 16:34:00,Others-CCCPS105a,2009,986,2,0,0,1.0,26.14747299,91.72804914
2016-10-14 16:34:00,Others-CCCPS98,3103,876,3,0,0,1.0,26.14749998,91.72797778
2016-10-14 16:34:00,Others-CCCPS8,1322,564,3,0,0,1.0,26.14754886,91.72799519
2016-10-14 16:34:00,Others-CCCPS135a,3883,1783,3,0,0,1.0,26.14749943,91.72800489
2016-10-14 16:34:00,Others-CCCPS119a,2803,411,2,1,0,1.5,26.14754061,91.72797041
2016-10-14 16:34:00,BHMNCPHST01,1200,462,2,0,0,0.5,26.14001386,91.73099967
2016-10-14 16:34:00,BHMEURBRD01,470,292,2,0,0,1.0,26.14901995,91.7395035
2016-10-14 16:34:00,BHMMBMMBX01,687,422,2,0,0,1.0,20.0000347,78.00000286
2016-10-14 16:34:00,BHMNCPNST01,485,283,2,0,0,1.0,26.14004753,91.73097233
2016-10-14 16:34:00,Shopping,1920,832,2,0,0,1.0,26.15050395,91.73353109
2016-10-15 07:54:00,BHMNCPNST01,485,251,2,0,0,1.0,26.14004753,91.73097233
2016-10-15 08:01:00,BHMBCCMKT01,577,53,1,0,0,0.7,26.14453614,91.73617216
2016-10-15 08:01:00,BHMNCPHST01,1200,94,1,0,0,1.0,26.14001386,91.73099967
2016-10-15 08:01:00,Others-CCCPS135a,3883,527,2,0,0,0.7,26.14749943,91.72800489
2016-10-15 08:01:00,Others-CCCPS8,1322,351,2,0,0,1.5,26.14754886,91.72799519
2016-10-15 08:01:00,Shopping,1920,290,2,0,0,1.0,26.15050395,91.73353109
2016-10-15 08:01:00,Others-CCCPS119a,2803,116,2,0,0,1.0,26.14754061,91.72797041
2016-10-15 08:01:00,BHMMBMMBX01,687,255,2,0,0,1.0,20.0000347,78.00000286
2016-10-15 08:01:00,BHMBCCTHL01,387,92,1,0,0,1.0,26.14449459,91.73620513
2016-10-15 08:01:00,BHMEURBRD01,470,42,1,0,0,1.5,26.14901995,91.7395035
2016-10-15 08:01:00,Others-CCCPS98,3103,530,2,0,0,1.0,26.14749998,91.72797778
2016-10-15 08:01:00,Others-CCCPS105a,2009,606,2,0,0,1.0,26.14747299,91.72804914
2016-10-15 08:01:00,Others-CCCPS202,2937,416,2,0,0,1.0,26.14749053,91.72799688
2016-10-15 08:01:00,Broad Street,690,73,2,0,0,0.5,26.13795775,91.74099445
2016-10-15 08:34:00,Others-CCCPS98,3103,540,3,0,0,1.0,26.14749998,91.72797778
2016-10-15 08:34:00,BHMNCPHST01,1200,116,2,0,0,1.0,26.14001386,91.73099967
2016-10-15 08:34:00,BHMEURBRD01,470,52,1,0,0,1.0,26.14901995,91.7395035
2016-10-15 08:34:00,Others-CCCPS135a,3883,602,2,0,0,0.7,26.14749943,91.72800489
2016-10-15 08:34:00,BHMNCPNST01,485,253,2,0,0,0.7,26.14004753,91.73097233
2016-10-15 08:34:00,Others-CCCPS202,2937,451,2,1,0,1.0,26.14749053,91.72799688
2016-10-15 08:34:00,Others-CCCPS105a,2009,631,2,0,0,0.7,26.14747299,91.72804914
2016-10-15 08:34:00,Shopping,1920,342,2,0,0,1.0,26.15050395,91.73353109
2016-10-15 08:34:00,BHMBCCTHL01,387,107,1,0,0,0.5,26.14449459,91.73620513
2016-10-15 08:34:00,Others-CCCPS119a,2803,132,1,0,0,1.0,26.14754061,91.72797041
2016-10-15 08:34:00,Others-CCCPS8,1322,369,2,0,0,1.0,26.14754886,91.72799519
2016-10-15 08:34:00,BHMMBMMBX01,687,262,2,0,0,1.0,20.0000347,78.00000286
2016-10-15 08:34:00,Broad Street,690,91,2,0,0,1.0,26.13795775,91.74099445
2016-10-15 08:34:00,BHMBCCMKT01,577,63,1,0,0,1.0,26.14453614,91.73617216
2016-10-15 09:01:00,BHMBCCMKT01,577,77,2,0,0,1.0,26.14453614,91.73617216
2016-10-15 09:01:00,Others-CCCPS105a,2009,683,2,0,0,1.0,26.14747299,91.72804914
2016-10-15 09:01:00,BHMEURBRD01,470,58,2,0,0,0.5,26.14901995,91.7395035
2016-10-15 09:01:00,Others-CCCPS119a,2803,161,3,1,0,0.7,26.14754061,91.72797041
2016-10-15 09:01:00,Others-CCCPS98,3103,568,3,1,0,1.0,26.14749998,91.72797778
2016-10-15 09:01:00,BHMMBMMBX01,687,277,2,0,0,1.0,20.0000347,78.00000286
2016-10-15 09:01:00,BHMNCPNST01,485,260,2,0,0,1.5,26.14004753,91.73097233
2016-10-15 09:01:00,Broad Street,690,100,2,1,0,1.0,26.13795775,91.74099445
2016-10-15 09:01:00,Others-CCCPS135a,3883,661,3,1,0,1.5,26.14749943,91.72800489
2016-10-15 09:01:00,Shopping,1920,391,2,0,0,1.0,26.15050395,91.73353109
2016-10-15 09:01:00,Others-CCCPS202,2937,490,2,0,0,1.5,26.14749053,91.72799688
2016-10-15 09:01:00,Others-CCCPS8,1322,406,2,0,0,1.0,26.14754886,91.72799519
2016-10-15 09:01:00,BHMBCCTHL01,387,130,2,1,0,1.5,26.14449459,91.73620513
2016-10-15 09:01:00,BHMNCPHST01,1200,143,2,0,0,1.0,26.14001386,91.73099967
2016-10-15 09:27:00,BHMMBMMBX01,687,290,3,1,0,1.0,20.0000347,78.00000286
2016-10-15 09:27:00,BHMBCCMKT01,577,101,2,0,0,1.0,26.14453614,91.73617216
2016-10-15 09:27:00,Others-CCCPS202,2937,545,2,0,0,1.0,26.14749053,91.72799688
2016-10-15 09:27:00,BHMEURBRD01,470,61,2,0,0,0.5,26.14901995,91.7395035
2016-10-15 09:27:00,BHMNCPNST01,485,275,3,1,0,0.7,26.14004753,91.73097233
2016-10-15 09:27:00,Others-CCCPS105a,2009,760,3,0,0,1.0,26.14747299,91.72804914
2016-10-15 09:27:00,Others-CCCPS119a,2803,203,3,0,0,1.0,26.14754061,91.72797041
2016-10-15 09:27:00,BHMBCCTHL01,387,167,1,0,0,1.0,26.14449459,91.73620513
2016-10-15 09:27:00,Shopping,1920,437,2,0,0,0.7,26.15050395,91.73353109
2016-10-15 09:27:00,Others-CCCPS98,3103,601,3,1,0,1.0,26.14749998,91.72797778
2016-10-15 09:27:00,Broad Street,690,103,2,0,0,1.5,26.13795775,91.74099445
2016-10-15 09:27:00,Others-CCCPS8,1322,470,3,1,0,0.7,26.14754886,91.72799519
2016-10-15 09:27:00,BHMNCPHST01,1200,161,2,0,0,1.0,26.14001386,91.73099967
2016-10-15 09:27:00,Others-CCCPS135a,3883,737,3,0,0,1.0,26.14749943,91.72800489
2016-10-15 10:01:00,Broad Street,690,115,2,0,0,1.0,26.13795775,91.74099445
2016-10-15 10:01:00,Others-CCCPS119a,2803,254,3,0,0,1.0,26.14754061,91.72797041
2016-10-15 10:01:00,BHMBCCTHL01,387,206,3,0,0,1.0,26.14449459,91.73620513
2016-10-15 10:01:00,Shopping,1920,500,3,0,0,1.0,26.15050395,91.73353109
2016-10-15 10:01:00,Others-CCCPS202,2937,623,4,0,0,1.0,26.14749053,91.72799688
2016-10-15 10:01:00,Others-CCCPS135a,3883,858,3,0,0,1.0,26.14749943,91.72800489
2016-10-15 10:01:00,BHMMBMMBX01,687,321,3,0,0,1.0,20.0000347,78.00000286
2016-10-15 10:01:00,Others-CCCPS105a,2009,875,3,0,0,1.0,26.14747299,91.72804914
2016-10-15 10:01:00,BHMEURBRD01,470,72,3,0,0,0.7,26.14901995,91.7395035
2016-10-15 10:01:00,BHMBCCMKT01,577,154,3,0,0,1.0,26.14453614,91.73617216
2016-10-15 10:01:00,Others-CCCPS98,3103,671,4,0,0,1.0,26.14749998,91.72797778
2016-10-15 10:01:00,BHMNCPHST01,1200,200,3,0,0,1.0,26.14001386,91.73099967
2016-10-15 10:01:00,BHMNCPNST01,485,302,3,0,0,0.5,26.14004753,91.73097233
2016-10-15 10:01:00,Others-CCCPS8,1322,554,4,0,0,1.5,26.14754886,91.72799519
2016-10-15 10:27:00,BHMNCPHST01,1200,228,3,0,0,0.5,26.14001386,91.73099967
2016-10-15 10:27:00,Others-CCCPS119a,2803,301,2,0,0,1.0,26.14754061,91.72797041
2016-10-15 10:27:00,Shopping,1920,552,3,0,0,1.0,26.15050395,91.73353109
2016-10-15 10:27:00,BHMBCCTHL01,387,230,3,0,0,1.0,26.14449459,91.73620513
2016-10-15 10:27:00,BHMNCPNST01,485,308,4,0,0,1.0,26.14004753,91.73097233
2016-10-15 10:27:00,Others-CCCPS8,1322,594,4,1,0,0.7,26.14754886,91.72799519
2016-10-15 10:27:00,Broad Street,690,132,3,1,0,1.0,26.13795775,91.74099445
2016-10-15 10:27:00,BHMMBMMBX01,687,325,3,0,0,1.0,20.0000347,78.00000286
2016-10-15 10:27:00,Others-CCCPS135a,3883,943,4,0,0,1.0,26.14749943,91.72800489
2016-10-15 10:27:00,Others-CCCPS98,3103,704,4,0,0,1.0,26.14749998,91.72797778
2016-10-15 10:27:00,BHMEURBRD01,470,91,2,0,0,0.7,26.14901995,91.7395035
2016-10-15 10:27:00,BHMBCCMKT01,577,171,3,0,0,1.0,26.14453614,91.73617216
2016-10-15 10:27:00,Others-CCCPS105a,2009,919,4,0,0,0.7,26.14747299,91.72804914
2016-10-15 10:27:00,Others-CCCPS202,2937,670,3,0,0,1.0,26.14749053,91.72799688
2016-10-15 11:01:00,BHMBCCTHL01,387,259,5,1,0,0.7,26.14449459,91.73620513
2016-10-15 11:01:00,Others-CCCPS135a,3883,1036,6,1,0,1.0,26.14749943,91.72800489
2016-10-15 11:01:00,BHMNCPHST01,1200,273,5,1,0,1.0,26.14001386,91.73099967
2016-10-15 11:01:00,Others-CCCPS119a,2803,360,7,2,0,1.0,26.14754061,91.72797041
2016-10-15 11:01:00,Others-CCCPS8,1322,630,6,1,0,1.0,26.14754886,91.72799519
2016-10-15 11:01:00,BHMMBMMBX01,687,323,5,1,0,0.7,20.0000347,78.00000286
2016-10-15 11:01:00,Shopping,1920,613,5,1,0,1.0,26.15050395,91.73353109
2016-10-15 11:01:00,Others-CCCPS105a,2009,953,6,1,0,0.7,26.14747299,91.72804914
2016-10-15 11:01:00,BHMNCPNST01,485,305,4,1,0,1.0,26.14004753,91.73097233
2016-10-15 11:01:00,Others-CCCPS202,2937,700,6,1,0,0.5,26.14749053,91.72799688
2016-10-15 11:01:00,Others-CCCPS98,3103,729,5,1,0,1.0,26.14749998,91.72797778
2016-10-15 11:01:00,BHMEURBRD01,470,94,6,2,0,0.5,26.14901995,91.7395035
2016-10-15 11:01:00,BHMBCCMKT01,577,211,4,1,0,1.0,26.14453614,91.73617216
2016-10-15 11:01:00,Broad Street,690,136,6,2,0,1.0,26.13795775,91.74099445
2016-10-15 11:27:00,BHMMBMMBX01,687,327,5,1,0,1.0,20.0000347,78.00000286
2016-10-15 11:27:00,BHMNCPHST01,1200,278,6,2,0,1.0,26.14001386,91.73099967
2016-10-15 11:27:00,Shopping,1920,629,6,1,0,1.0,26.15050395,91.73353109
2016-10-15 11:27:00,BHMNCPNST01,485,311,5,1,0,0.5,26.14004753,91.73097233
2016-10-15 11:27:00,Others-CCCPS98,3103,756,6,1,0,1.0,26.14749998,91.72797778
2016-10-15 11:27:00,BHMBCCMKT01,577,239,4,1,0,1.0,26.14453614,91.73617216
2016-10-15 11:27:00,Others-CCCPS105a,2009,1000,6,1,0,1.5,26.14747299,91.72804914
2016-10-15 11:27:00,BHMBCCTHL01,387,290,7,2,0,1.0,26.14449459,91.73620513
2016-10-15 11:27:00,BHMEURBRD01,470,105,4,1,0,0.7,26.14901995,91.7395035
2016-10-15 11:27:00,Others-CCCPS202,2937,750,6,1,0,1.5,26.14749053,91.72799688
2016-10-15 11:27:00,Others-CCCPS8,1322,673,5,1,0,1.0,26.14754886,91.72799519
2016-10-15 11:27:00,Others-CCCPS135a,3883,1087,6,1,0,1.0,26.14749943,91.72800489
2016-10-15 11:27:00,Others-CCCPS119a,2803,408,5,1,0,0.7,26.14754061,91.72797041
2016-10-15 11:27:00,Broad Street,690,149,5,1,0,1.0,26.13795775,91.74099445
2016-10-15 12:01:00,BHMMBMMBX01,687,333,8,2,0,0.5,20.0000347,78.00000286
2016-10-15 12:01:00,Others-CCCPS98,3103,798,9,2,0,0.7,26.14749998,91.72797778
2016-10-15 12:01:00,BHMEURBRD01,470,109,6,2,0,1.0,26.14901995,91.7395035
2016-10-15 12:01:00,BHMNCPNST01,485,318,8,2,0,0.7,26.14004753,91.73097233
2016-10-15 12:01:00,Broad Street,690,154,7,2,0,1.0,26.13795775,91.74099445
2016-10-15 12:01:00,Others-CCCPS8,1322,729,9,2,0,1.0,26.14754886,91.72799519
2016-10-15 12:01:00,Shopping,1920,669,9,2,0,0.5,26.15050395,91.73353109
2016-10-15 12:01:00,BHMNCPHST01,1200,302,8,2,0,1.0,26.14001386,91.73099967
2016-10-15 12:01:00,BHMBCCMKT01,577,276,8,2,0,1.0,26.14453614,91.73617216
2016-10-15 12:01:00,Others-CCCPS202,2937,785,8,2,0,0.7,26.14749053,91.72799688
2016-10-15 12:01:00,Others-CCCPS105a,2009,1062,9,2,0,1.0,26.14747299,91.72804914
2016-10-15 12:01:00,Others-CCCPS135a,3883,1177,9,2,0,1.0,26.14749943,91.72800489
2016-10-15 12:01:00,Others-CCCPS119a,2803,460,8,2,0,0.5,26.14754061,91.72797041
2016-10-15 12:01:00,BHMBCCTHL01,387,313,7,2,0,0.7,26.14449459,91.73620513
2016-10-15 12:27:00,Broad Street,690,153,7,2,0,1.0,26.13795775,91.74099445
2016-10-15 12:27:00,Others-CCCPS135a,3883,1249,9,2,0,1.5,26.14749943,91.72800489
2016-10-15 12:27:00,Shopping,1920,708,9,2,0,1.0,26.15050395,91.73353109
2016-10-15 12:27:00,BHMEURBRD01,470,108,6,2,0,1.0,26.14901995,91.7395035
2016-10-15 12:27:00,Others-CCCPS98,3103,826,9,2,0,0.5,26.14749998,91.72797778
2016-10-15 12:27:00,Others-CCCPS105a,2009,1123,10,2,0,0.7,26.14747299,91.72804914
2016-10-15 12:27:00,BHMMBMMBX01,687,335,8,2,0,1.0,20.0000347,78.00000286
2016-10-15 12:27:00,Others-CCCPS8,1322,788,9,2,0,1.0,26.14754886,91.72799519
2016-10-15 12:27:00,BHMNCPNST01,485,329,8,2,0,1.0,26.14004753,91.73097233
2016-10-15 12:27:00,BHMBCCMKT01,577,297,8,2,0,1.0,26.14453614,91.73617216
2016-10-15 12:27:00,Others-CCCPS119a,2803,497,9,2,0,0.7,26.14754061,91.72797041
2016-10-15 12:27:00,BHMNCPHST01,1200,327,8,2,0,1.0,26.14001386,91.73099967
2016-10-15 12:27:00,Others-CCCPS202,2937,817,9,2,0,0.7,26.14749053,91.72799688
2016-10-15 12:27:00,BHMBCCTHL01,387,335,8,2,0,1.0,26.14449459,91.73620513
2016-10-15 13:01:00,Others-CCCPS8,1322,830,9,2,0,1.0,26.14754886,91.72799519
2016-10-15 13:01:00,Broad Street,690,164,4,1,0,1.0,26.13795775,91.74099445
2016-10-15 13:01:00,Others-CCCPS135a,3883,1365,9,2,0,1.0,26.14749943,91.72800489
2016-10-15 13:01:00,Others-CCCPS119a,2803,527,8,2,0,0.7,26.14754061,91.72797041
2016-10-15 13:01:00,BHMBCCMKT01,577,332,7,2,0,1.0,26.14453614,91.73617216
2016-10-15 13:01:00,Shopping,1920,783,9,2,0,0.7,26.15050395,91.73353109
2016-10-15 13:01:00,Others-CCCPS105a,2009,1191,8,2,0,1.0,26.14747299,91.72804914
2016-10-15 13:01:00,BHMBCCTHL01,387,345,7,2,0,1.0,26.14449459,91.73620513
2016-10-15 13:01:00,BHMNCPNST01,485,353,8,2,0,1.0,26.14004753,91.73097233
2016-10-15 13:01:00,Others-CCCPS98,3103,896,8,2,0,1.0,26.14749998,91.72797778
2016-10-15 13:01:00,BHMNCPHST01,1200,383,7,2,0,0.7,26.14001386,91.73099967
2016-10-15 13:01:00,Others-CCCPS202,2937,862,6,1,0,0.5,26.14749053,91.72799688
2016-10-15 13:01:00,BHMMBMMBX01,687,361,7,2,0,1.0,20.0000347,78.00000286
2016-10-15 13:01:00,BHMEURBRD01,470,117,6,2,0,0.7,26.14901995,91.7395035
2016-10-15 13:34:00,Others-CCCPS202,2937,898,8,2,0,1.5,26.14749053,91.72799688
2016-10-15 13:34:00,Others-CCCPS105a,2009,1285,6,1,0,1.0,26.14747299,91.72804914
2016-10-15 13:34:00,Others-CCCPS98,3103,997,6,1,0,1.0,26.14749998,91.72797778
2016-10-15 13:34:00,BHMBCCTHL01,387,345,5,1,0,0.7,26.14449459,91.73620513
2016-10-15 13:34:00,Shopping,1920,848,8,2,0,0.5,26.15050395,91.73353109
2016-10-15 13:34:00,BHMNCPNST01,485,381,7,2,0,1.0,26.14004753,91.73097233
2016-10-15 13:34:00,Others-CCCPS135a,3883,1441,9,2,0,0.5,26.14749943,91.72800489
2016-10-15 13:34:00,BHMMBMMBX01,687,416,6,2,0,1.5,20.0000347,78.00000286
2016-10-15 13:34:00,BHMBCCMKT01,577,352,8,2,0,1.0,26.14453614,91.73617216
2016-10-15 13:34:00,Others-CCCPS8,1322,869,8,2,0,1.0,26.14754886,91.72799519
2016-10-15 13:34:00,BHMNCPHST01,1200,431,7,2,0,0.7,26.14001386,91.73099967
2016-10-15 13:34:00,Others-CCCPS119a,2803,545,7,2,0,0.5,26.14754061,91.72797041
2016-10-15 13:34:00,Broad Street,690,172,5,1,0,1.0,26.13795775,91.74099445
2016-10-15 13:34:00,BHMEURBRD01,470,124,6,2,0,1.0,26.14901995,91.7395035
2016-10-15 14:01:00,Others-CCCPS135a,3883,1458,7,2,0,1.0,26.14749943,91.72800489
2016-10-15 14:01:00,Others-CCCPS98,3103,1059,5,1,0,1.0,26.14749998,91.72797778
2016-10-15 14:01:00,BHMNCPNST01,485,399,6,2,0,1.0,26.14004753,91.73097233
2016-10-15 14:01:00,Others-CCCPS119a,2803,547,4,1,0,0.7,26.14754061,91.72797041
2016-10-15 14:01:00,BHMBCCTHL01,387,344,4,1,0,1.0,26.14449459,91.73620513
2016-10-15 14:01:00,Others-CCCPS8,1322,901,4,1,0,0.7,26.14754886,91.72799519
2016-10-15 14:01:00,Others-CCCPS202,2937,928,4,1,0,1.0,26.14749053,91.72799688
2016-10-15 14:01:00,BHMMBMMBX01,687,457,4,1,0,1.0,20.0000347,78.00000286
2016-10-15 14:01:00,BHMBCCMKT01,577,391,6,2,0,1.0,26.14453614,91.73617216
2016-10-15 14:01:00,BHMEURBRD01,470,135,3,1,0,1.5,26.14901995,91.7395035
2016-10-15 14:01:00,Broad Street,690,185,5,2,0,1.5,26.13795775,91.74099445
2016-10-15 14:01:00,Shopping,1920,863,5,1,0,1.0,26.15050395,91.73353109
2016-10-15 14:01:00,Others-CCCPS105a,2009,1358,5,1,0,0.5,26.14747299,91.72804914
2016-10-15 14:01:00,BHMNCPHST01,1200,441,4,1,0,1.5,26.14001386,91.73099967
2016-10-15 14:27:00,Shopping,1920,880,5,1,0,1.5,26.15050395,91.73353109
2016-10-15 14:27:00,BHMEURBRD01,470,144,5,2,0,1.0,26.14901995,91.7395035
2016-10-15 14:27:00,Others-CCCPS8,1322,921,4,1,0,1.0,26.14754886,91.72799519
2016-10-15 14:27:00,Others-CCCPS135a,3883,1472,5,1,0,1.0,26.14749943,91.72800489
2016-10-15 14:27:00,Others-CCCPS105a,2009,1401,5,1,0,1.0,26.14747299,91.72804914
2016-10-15 14:27:00,BHMNCPHST01,1200,455,4,1,0,0.5,26.14001386,91.73099967
2016-10-15 14:27:00,BHMNCPNST01,485,390,4,1,0,1.0,26.14004753,91.73097233
2016-10-15 14:27:00,Others-CCCPS98,3103,1062,5,1,0,1.0,26.14749998,91.72797778
2016-10-15 14:27:00,Broad Street,690,195,4,1,0,0.7,26.13795775,91.74099445
2016-10-15 14:27:00,Others-CCCPS202,2937,930,4,1,0,0.7,26.14749053,91.72799688
2016-10-15 14:27:00,BHMBCCMKT01,577,409,4,1,0,1.0,26.14453614,91.73617216
2016-10-15 14:27:00,Others-CCCPS119a,2803,537,4,1,0,0.5,26.14754061,91.72797041
2016-10-15 14:27:00,BHMBCCTHL01,387,345,4,1,0,1.0,26.14449459,91.73620513
2016-10-15 14:27:00,BHMMBMMBX01,687,480,4,1,0,1.0,20.0000347,78.00000286
2016-10-15 15:01:00,Others-CCCPS119a,2803,526,2,0,0,1.0,26.14754061,91.72797041
2016-10-15 15:01:00,Shopping,1920,905,3,0,0,1.0,26.15050395,91.73353109
2016-10-15 15:01:00,BHMBCCMKT01,577,442,3,0,0,1.0,26.14453614,91.73617216
2016-10-15 15:01:00,Broad Street,690,204,2,0,0,1.0,26.13795775,91.74099445
2016-10-15 15:01:00,BHMNCPHST01,1200,476,3,1,0,1.0,26.14001386,91.73099967
2016-10-15 15:01:00,Others-CCCPS105a,2009,1413,3,0,0,1.0,26.14747299,91.72804914
2016-10-15 15:01:00,Others-CCCPS202,2937,942,3,0,0,1.0,26.14749053,91.72799688
2016-10-15 15:01:00,Others-CCCPS98,3103,1060,3,0,0,0.5,26.14749998,91.72797778
2016-10-15 15:01:00,BHMMBMMBX01,687,486,2,0,0,1.5,20.0000347,78.00000286
2016-10-15 15:01:00,Others-CCCPS135a,3883,1509,3,0,0,0.7,26.14749943,91.72800489
2016-10-15 15:01:00,BHMBCCTHL01,387,345,2,0,0,1.0,26.14449459,91.73620513
2016-10-15 15:01:00,Others-CCCPS8,1322,927,3,1,0,0.7,26.14754886,91.72799519
2016-10-15 15:01:00,BHMEURBRD01,470,152,3,0,0,1.5,26.14901995,91.7395035
2016-10-15 15:01:00,BHMNCPNST01,485,393,2,0,0,1.0,26.14004753,91.73097233
2016-10-15 15:27:00,Broad Street,690,218,2,0,0,1.0,26.13795775,91.74099445
2016-10-15 15:27:00,Others-CCCPS98,3103,1052,3,0,0,0.7,26.14749998,91.72797778
2016-10-15 15:27:00,Others-CCCPS8,1322,915,3,0,0,0.7,26.14754886,91.72799519
2016-10-15 15:27:00,Others-CCCPS135a,3883,1478,3,0,0,1.5,26.14749943,91.72800489
2016-10-15 15:27:00,BHMBCCTHL01,387,345,3,0,0,1.5,26.14449459,91.73620513
2016-10-15 15:27:00,BHMMBMMBX01,687,498,3,0,0,0.5,20.0000347,78.00000286
2016-10-15 15:27:00,BHMNCPNST01,485,389,2,0,0,1.0,26.14004753,91.73097233
2016-10-15 15:27:00,Others-CCCPS105a,2009,1413,3,0,0,1.0,26.14747299,91.72804914
2016-10-15 15:27:00,BHMEURBRD01,470,167,3,0,0,0.5,26.14901995,91.7395035
2016-10-15 15:27:00,Others-CCCPS202,2937,952,4,1,0,1.0,26.14749053,91.72799688
2016-10-15 15:27:00,Shopping,1920,881,3,0,0,0.5,26.15050395,91.73353109
2016-10-15 15:27:00,BHMBCCMKT01,577,428,3,0,0,0.7,26.14453614,91.73617216
2016-10-15 15:27:00,Others-CCCPS119a,2803,510,2,0,0,1.0,26.14754061,91.72797041
2016-10-15 15:27:00,BHMNCPHST01,1200,480,3,0,0,1.0,26.14001386,91.73099967
2016-10-15 16:01:00,BHMMBMMBX01,687,497,3,1,0,1.0,20.0000347,78.00000286
2016-10-15 16:01:00,Broad Street,690,224,1,0,0,1.0,26.13795775,91.74099445
2016-10-15 16:01:00,BHMBCCTHL01,387,344,3,0,0,1.5,26.14449459,91.73620513
2016-10-15 16:01:00,Others-CCCPS202,2937,965,3,0,0,1.5,26.14749053,91.72799688
2016-10-15 16:01:00,Others-CCCPS119a,2803,499,2,0,0,0.7,26.14754061,91.72797041
2016-10-15 16:01:00,Shopping,1920,853,2,0,0,0.7,26.15050395,91.73353109
2016-10-15 16:01:00,Others-CCCPS8,1322,905,3,0,0,1.0,26.14754886,91.72799519
2016-10-15 16:01:00,BHMBCCMKT01,577,412,2,0,0,1.0,26.14453614,91.73617216
2016-10-15 16:01:00,Others-CCCPS105a,2009,1402,2,0,0,0.7,26.14747299,91.72804914
